"Step","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/approx_kl_divergence","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/approx_kl_divergence__MIN","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/approx_kl_divergence__MAX","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/approx_kl_divergence","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/approx_kl_divergence__MIN","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/approx_kl_divergence__MAX","20260203_144832_traj_reward_fresh_configA - offpolicy/approx_kl_divergence","20260203_144832_traj_reward_fresh_configA - offpolicy/approx_kl_divergence__MIN","20260203_144832_traj_reward_fresh_configA - offpolicy/approx_kl_divergence__MAX","20260203_141744_traj_reward_fresh - offpolicy/approx_kl_divergence","20260203_141744_traj_reward_fresh - offpolicy/approx_kl_divergence__MIN","20260203_141744_traj_reward_fresh - offpolicy/approx_kl_divergence__MAX","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/approx_kl_divergence","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/approx_kl_divergence__MIN","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/approx_kl_divergence__MAX","20260201_191332_traj_reward_fresh - offpolicy/approx_kl_divergence","20260201_191332_traj_reward_fresh - offpolicy/approx_kl_divergence__MIN","20260201_191332_traj_reward_fresh - offpolicy/approx_kl_divergence__MAX","20260131_160147_step_reward_fresh_configA - offpolicy/approx_kl_divergence","20260131_160147_step_reward_fresh_configA - offpolicy/approx_kl_divergence__MIN","20260131_160147_step_reward_fresh_configA - offpolicy/approx_kl_divergence__MAX","20260131_160100_step_reward_fresh - offpolicy/approx_kl_divergence","20260131_160100_step_reward_fresh - offpolicy/approx_kl_divergence__MIN","20260131_160100_step_reward_fresh - offpolicy/approx_kl_divergence__MAX","20260131_155522_traj_reward_fresh - offpolicy/approx_kl_divergence","20260131_155522_traj_reward_fresh - offpolicy/approx_kl_divergence__MIN","20260131_155522_traj_reward_fresh - offpolicy/approx_kl_divergence__MAX","20260131_155911_traj_reward_fresh_configA - offpolicy/approx_kl_divergence","20260131_155911_traj_reward_fresh_configA - offpolicy/approx_kl_divergence__MIN","20260131_155911_traj_reward_fresh_configA - offpolicy/approx_kl_divergence__MAX"
"10","0.05807752534747124","0.05807752534747124","0.05807752534747124","0.21086138486862183","0.21086138486862183","0.21086138486862183","0.09758051484823227","0.09758051484823227","0.09758051484823227","0.11393953114748001","0.11393953114748001","0.11393953114748001","0.1256781667470932","0.1256781667470932","0.1256781667470932","0.1867312341928482","0.1867312341928482","0.1867312341928482","0.7650052309036255","0.7650052309036255","0.7650052309036255","0.32006484270095825","0.32006484270095825","0.32006484270095825","0.16293109953403473","0.16293109953403473","0.16293109953403473","0.10226422548294067","0.10226422548294067","0.10226422548294067"
"11","0.12735936045646667","0.12735936045646667","0.12735936045646667","0.12724941968917847","0.12724941968917847","0.12724941968917847","0.10491495579481125","0.10491495579481125","0.10491495579481125","0.10400178283452988","0.10400178283452988","0.10400178283452988","0.2724364697933197","0.2724364697933197","0.2724364697933197","0.19849929213523865","0.19849929213523865","0.19849929213523865","1.0185455083847046","1.0185455083847046","1.0185455083847046","0.29127267003059387","0.29127267003059387","0.29127267003059387","0.24302320182323456","0.24302320182323456","0.24302320182323456","0.2717767655849457","0.2717767655849457","0.2717767655849457"
"12","0.04762618616223335","0.04762618616223335","0.04762618616223335","0.13730919361114502","0.13730919361114502","0.13730919361114502","0.12226821482181549","0.12226821482181549","0.12226821482181549","0.16677847504615784","0.16677847504615784","0.16677847504615784","0.1278170496225357","0.1278170496225357","0.1278170496225357","0.16759605705738068","0.16759605705738068","0.16759605705738068","0.7670708894729614","0.7670708894729614","0.7670708894729614","0.4399718642234802","0.4399718642234802","0.4399718642234802","0.13968640565872192","0.13968640565872192","0.13968640565872192","0.2933564782142639","0.2933564782142639","0.2933564782142639"
"13","0.05342022329568863","0.05342022329568863","0.05342022329568863","0.15653002262115479","0.15653002262115479","0.15653002262115479","0.09604941308498383","0.09604941308498383","0.09604941308498383","0.24082809686660767","0.24082809686660767","0.24082809686660767","0.14863994717597961","0.14863994717597961","0.14863994717597961","0.27297085523605347","0.27297085523605347","0.27297085523605347","0.970314085483551","0.970314085483551","0.970314085483551","0.3436587452888489","0.3436587452888489","0.3436587452888489","0.1645452231168747","0.1645452231168747","0.1645452231168747","0.2777195870876312","0.2777195870876312","0.2777195870876312"
"14","0.025172034278512","0.025172034278512","0.025172034278512","0.107869952917099","0.107869952917099","0.107869952917099","0.0919157862663269","0.0919157862663269","0.0919157862663269","0.362298846244812","0.362298846244812","0.362298846244812","0.16703279316425323","0.16703279316425323","0.16703279316425323","0.2685692012310028","0.2685692012310028","0.2685692012310028","0.9742835760116577","0.9742835760116577","0.9742835760116577","0.3124244511127472","0.3124244511127472","0.3124244511127472","0.2497030347585678","0.2497030347585678","0.2497030347585678","0.09563875198364258","0.09563875198364258","0.09563875198364258"
"15","0.0688278079032898","0.0688278079032898","0.0688278079032898","0.12037394940853119","0.12037394940853119","0.12037394940853119","0.09074081480503082","0.09074081480503082","0.09074081480503082","0.23736967146396637","0.23736967146396637","0.23736967146396637","0.25206756591796875","0.25206756591796875","0.25206756591796875","0.15080390870571136","0.15080390870571136","0.15080390870571136","1.0034414529800415","1.0034414529800415","1.0034414529800415","0.35918161273002625","0.35918161273002625","0.35918161273002625","0.1610940545797348","0.1610940545797348","0.1610940545797348","0.15461212396621704","0.15461212396621704","0.15461212396621704"
"16","0.0583590492606163","0.0583590492606163","0.0583590492606163","0.09492538869380951","0.09492538869380951","0.09492538869380951","0.09975370019674301","0.09975370019674301","0.09975370019674301","0.21055014431476593","0.21055014431476593","0.21055014431476593","0.0795341283082962","0.0795341283082962","0.0795341283082962","0.1598953902721405","0.1598953902721405","0.1598953902721405","0.8164533972740173","0.8164533972740173","0.8164533972740173","0.28188028931617737","0.28188028931617737","0.28188028931617737","0.14582064747810364","0.14582064747810364","0.14582064747810364","0.1322334110736847","0.1322334110736847","0.1322334110736847"
"17","0.06267918646335602","0.06267918646335602","0.06267918646335602","0.0930790901184082","0.0930790901184082","0.0930790901184082","0.08252666145563126","0.08252666145563126","0.08252666145563126","0.16431500017642975","0.16431500017642975","0.16431500017642975","0.18836495280265808","0.18836495280265808","0.18836495280265808","0.15962886810302734","0.15962886810302734","0.15962886810302734","1.2401944398880005","1.2401944398880005","1.2401944398880005","0.3280344009399414","0.3280344009399414","0.3280344009399414","0.1877906322479248","0.1877906322479248","0.1877906322479248","0.39699986577033997","0.39699986577033997","0.39699986577033997"
"18","0.03132657706737518","0.03132657706737518","0.03132657706737518","0.13895441591739655","0.13895441591739655","0.13895441591739655","0.09588523209095001","0.09588523209095001","0.09588523209095001","0.15903332829475403","0.15903332829475403","0.15903332829475403","0.0795290619134903","0.0795290619134903","0.0795290619134903","0.14934545755386353","0.14934545755386353","0.14934545755386353","0.9307880997657776","0.9307880997657776","0.9307880997657776","0.34427234530448914","0.34427234530448914","0.34427234530448914","0.153608039021492","0.153608039021492","0.153608039021492","0.08230647444725037","0.08230647444725037","0.08230647444725037"
"19","0.025484157726168633","0.025484157726168633","0.025484157726168633","0.08673007786273956","0.08673007786273956","0.08673007786273956","0.0808127224445343","0.0808127224445343","0.0808127224445343","0.10214117914438248","0.10214117914438248","0.10214117914438248","0.09942159056663513","0.09942159056663513","0.09942159056663513","0.2211507111787796","0.2211507111787796","0.2211507111787796","0.9304739236831665","0.9304739236831665","0.9304739236831665","0.27918753027915955","0.27918753027915955","0.27918753027915955","0.22408628463745117","0.22408628463745117","0.22408628463745117","0.23106515407562256","0.23106515407562256","0.23106515407562256"
"20","0.02846948243677616","0.02846948243677616","0.02846948243677616","0.09828893095254898","0.09828893095254898","0.09828893095254898","0.07788466662168503","0.07788466662168503","0.07788466662168503","0.13778534531593323","0.13778534531593323","0.13778534531593323","0.13475766777992249","0.13475766777992249","0.13475766777992249","0.1934671849012375","0.1934671849012375","0.1934671849012375","1.0604801177978516","1.0604801177978516","1.0604801177978516","0.274890273809433","0.274890273809433","0.274890273809433","0.23913699388504028","0.23913699388504028","0.23913699388504028","0.13717395067214966","0.13717395067214966","0.13717395067214966"
"21","0.06073876470327377","0.06073876470327377","0.06073876470327377","0.16221049427986145","0.16221049427986145","0.16221049427986145","0.07752611488103867","0.07752611488103867","0.07752611488103867","0.12819784879684448","0.12819784879684448","0.12819784879684448","0.11692149192094803","0.11692149192094803","0.11692149192094803","0.20337121188640594","0.20337121188640594","0.20337121188640594","1.2467652559280396","1.2467652559280396","1.2467652559280396","0.24644966423511505","0.24644966423511505","0.24644966423511505","0.17692749202251434","0.17692749202251434","0.17692749202251434","0.11244892328977585","0.11244892328977585","0.11244892328977585"
"22","0.07219928503036499","0.07219928503036499","0.07219928503036499","0.07959918677806854","0.07959918677806854","0.07959918677806854","0.09785030037164688","0.09785030037164688","0.09785030037164688","0.13596230745315552","0.13596230745315552","0.13596230745315552","0.09010578691959381","0.09010578691959381","0.09010578691959381","0.1626366674900055","0.1626366674900055","0.1626366674900055","1.3984378576278687","1.3984378576278687","1.3984378576278687","0.2518959641456604","0.2518959641456604","0.2518959641456604","0.18689404428005219","0.18689404428005219","0.18689404428005219","0.30293411016464233","0.30293411016464233","0.30293411016464233"
"23","0.06084132567048073","0.06084132567048073","0.06084132567048073","0.0691223293542862","0.0691223293542862","0.0691223293542862","0.07506544888019562","0.07506544888019562","0.07506544888019562","0.2640833854675293","0.2640833854675293","0.2640833854675293","0.06284642219543457","0.06284642219543457","0.06284642219543457","0.19222836196422577","0.19222836196422577","0.19222836196422577","1.0286952257156372","1.0286952257156372","1.0286952257156372","0.2634402811527252","0.2634402811527252","0.2634402811527252","0.18932881951332092","0.18932881951332092","0.18932881951332092","0.061097316443920135","0.061097316443920135","0.061097316443920135"
"24","0.06371387839317322","0.06371387839317322","0.06371387839317322","0.14761513471603394","0.14761513471603394","0.14761513471603394","0.08261903375387192","0.08261903375387192","0.08261903375387192","0.15146523714065552","0.15146523714065552","0.15146523714065552","0.15321341156959534","0.15321341156959534","0.15321341156959534","0.17925003170967102","0.17925003170967102","0.17925003170967102","1.4680051803588867","1.4680051803588867","1.4680051803588867","0.2180553823709488","0.2180553823709488","0.2180553823709488","0.313829243183136","0.313829243183136","0.313829243183136","0.14335736632347107","0.14335736632347107","0.14335736632347107"
"25","0.07062520831823349","0.07062520831823349","0.07062520831823349","0.14685741066932678","0.14685741066932678","0.14685741066932678","0.07509710639715195","0.07509710639715195","0.07509710639715195","0.14608792960643768","0.14608792960643768","0.14608792960643768","0.07405012100934982","0.07405012100934982","0.07405012100934982","0.2849043309688568","0.2849043309688568","0.2849043309688568","1.3285901546478271","1.3285901546478271","1.3285901546478271","0.29856881499290466","0.29856881499290466","0.29856881499290466","0.20070122182369232","0.20070122182369232","0.20070122182369232","0.10357357561588287","0.10357357561588287","0.10357357561588287"
"26","0.03646419569849968","0.03646419569849968","0.03646419569849968","0.0711415484547615","0.0711415484547615","0.0711415484547615","0.09315149486064911","0.09315149486064911","0.09315149486064911","0.17339585721492767","0.17339585721492767","0.17339585721492767","0.16041596233844757","0.16041596233844757","0.16041596233844757","0.18979202210903168","0.18979202210903168","0.18979202210903168","1.4189801216125488","1.4189801216125488","1.4189801216125488","0.30954527854919434","0.30954527854919434","0.30954527854919434","0.16566912829875946","0.16566912829875946","0.16566912829875946","0.3179645538330078","0.3179645538330078","0.3179645538330078"
"27","0.07326234132051468","0.07326234132051468","0.07326234132051468","0.08130861818790436","0.08130861818790436","0.08130861818790436","0.07567762583494186","0.07567762583494186","0.07567762583494186","0.17955826222896576","0.17955826222896576","0.17955826222896576","0.053080666810274124","0.053080666810274124","0.053080666810274124","0.15147602558135986","0.15147602558135986","0.15147602558135986","1.0814061164855957","1.0814061164855957","1.0814061164855957","0.2572287321090698","0.2572287321090698","0.2572287321090698","0.1343742460012436","0.1343742460012436","0.1343742460012436","0.04437456279993057","0.04437456279993057","0.04437456279993057"
"28","0.028814898803830147","0.028814898803830147","0.028814898803830147","0.06380728632211685","0.06380728632211685","0.06380728632211685","0.07326764613389969","0.07326764613389969","0.07326764613389969","0.2583036422729492","0.2583036422729492","0.2583036422729492","0.06864292174577713","0.06864292174577713","0.06864292174577713","0.16588641703128815","0.16588641703128815","0.16588641703128815","1.2372748851776123","1.2372748851776123","1.2372748851776123","0.2574700117111206","0.2574700117111206","0.2574700117111206","0.13304193317890167","0.13304193317890167","0.13304193317890167","0.15144014358520508","0.15144014358520508","0.15144014358520508"
"29","0.032003216445446014","0.032003216445446014","0.032003216445446014","0.09226507693529129","0.09226507693529129","0.09226507693529129","0.07044759392738342","0.07044759392738342","0.07044759392738342","0.1828453242778778","0.1828453242778778","0.1828453242778778","0.13692818582057953","0.13692818582057953","0.13692818582057953","0.15138287842273712","0.15138287842273712","0.15138287842273712","0.7982977032661438","0.7982977032661438","0.7982977032661438","0.2777017652988434","0.2777017652988434","0.2777017652988434","0.25533658266067505","0.25533658266067505","0.25533658266067505","0.031003298237919807","0.031003298237919807","0.031003298237919807"
"30","0.033995773643255234","0.033995773643255234","0.033995773643255234","0.05883273109793663","0.05883273109793663","0.05883273109793663","0.07358311861753464","0.07358311861753464","0.07358311861753464","0.14804254472255707","0.14804254472255707","0.14804254472255707","0.17169682681560516","0.17169682681560516","0.17169682681560516","0.13875852525234222","0.13875852525234222","0.13875852525234222","1.4178823232650757","1.4178823232650757","1.4178823232650757","0.15628953278064728","0.15628953278064728","0.15628953278064728","0.19202429056167603","0.19202429056167603","0.19202429056167603","0.025803342461586","0.025803342461586","0.025803342461586"
"31","0.008435510098934174","0.008435510098934174","0.008435510098934174","0.07087747752666473","0.07087747752666473","0.07087747752666473","0.08540285378694534","0.08540285378694534","0.08540285378694534","0.1364823430776596","0.1364823430776596","0.1364823430776596","0.023354867473244667","0.023354867473244667","0.023354867473244667","0.18232885003089905","0.18232885003089905","0.18232885003089905","1.412392020225525","1.412392020225525","1.412392020225525","0.23665961623191833","0.23665961623191833","0.23665961623191833","0.18988211452960968","0.18988211452960968","0.18988211452960968","0.26828211545944214","0.26828211545944214","0.26828211545944214"
"32","0.02719096653163433","0.02719096653163433","0.02719096653163433","0.07843105494976044","0.07843105494976044","0.07843105494976044","0.07573999464511871","0.07573999464511871","0.07573999464511871","0.14870953559875488","0.14870953559875488","0.14870953559875488","0.1343712955713272","0.1343712955713272","0.1343712955713272","0.19151318073272705","0.19151318073272705","0.19151318073272705","1.1353423595428467","1.1353423595428467","1.1353423595428467","0.3439313471317291","0.3439313471317291","0.3439313471317291","0.1320752054452896","0.1320752054452896","0.1320752054452896","0.06913580000400543","0.06913580000400543","0.06913580000400543"
"33","0.07372277975082397","0.07372277975082397","0.07372277975082397","0.09938473999500275","0.09938473999500275","0.09938473999500275","0.08250423520803452","0.08250423520803452","0.08250423520803452","0.1266518086194992","0.1266518086194992","0.1266518086194992","0.18319988250732422","0.18319988250732422","0.18319988250732422","0.1673615425825119","0.1673615425825119","0.1673615425825119","1.5830984115600586","1.5830984115600586","1.5830984115600586","0.2947424650192261","0.2947424650192261","0.2947424650192261","0.19348843395709991","0.19348843395709991","0.19348843395709991","0.1003052145242691","0.1003052145242691","0.1003052145242691"
"34","0.013807390816509724","0.013807390816509724","0.013807390816509724","0.0737040713429451","0.0737040713429451","0.0737040713429451","0.06991924345493317","0.06991924345493317","0.06991924345493317","0.16545361280441284","0.16545361280441284","0.16545361280441284","0.15449751913547516","0.15449751913547516","0.15449751913547516","0.12131381034851074","0.12131381034851074","0.12131381034851074","1.2702414989471436","1.2702414989471436","1.2702414989471436","0.25077733397483826","0.25077733397483826","0.25077733397483826","0.17255814373493195","0.17255814373493195","0.17255814373493195","0.1754850149154663","0.1754850149154663","0.1754850149154663"
"35","0.04573694244027138","0.04573694244027138","0.04573694244027138","0.08654358237981796","0.08654358237981796","0.08654358237981796","0.07329748570919037","0.07329748570919037","0.07329748570919037","0.16299612820148468","0.16299612820148468","0.16299612820148468","0.08854402601718903","0.08854402601718903","0.08854402601718903","0.16020797193050385","0.16020797193050385","0.16020797193050385","1.3631105422973633","1.3631105422973633","1.3631105422973633","0.26114732027053833","0.26114732027053833","0.26114732027053833","0.1558665782213211","0.1558665782213211","0.1558665782213211","0.030012983828783035","0.030012983828783035","0.030012983828783035"
"36","0.04793965071439743","0.04793965071439743","0.04793965071439743","0.087631456553936","0.087631456553936","0.087631456553936","0.07123472541570663","0.07123472541570663","0.07123472541570663","0.1370168775320053","0.1370168775320053","0.1370168775320053","0.07825059443712234","0.07825059443712234","0.07825059443712234","0.3133907616138458","0.3133907616138458","0.3133907616138458","1.3525561094284058","1.3525561094284058","1.3525561094284058","0.27523884177207947","0.27523884177207947","0.27523884177207947","0.14250856637954712","0.14250856637954712","0.14250856637954712","0.0027030736673623323","0.0027030736673623323","0.0027030736673623323"
"37","0.03495132923126221","0.03495132923126221","0.03495132923126221","0.08028582483530045","0.08028582483530045","0.08028582483530045","0.06942225247621536","0.06942225247621536","0.06942225247621536","0.15116798877716064","0.15116798877716064","0.15116798877716064","0.1164618730545044","0.1164618730545044","0.1164618730545044","0.20680086314678192","0.20680086314678192","0.20680086314678192","1.2874424457550049","1.2874424457550049","1.2874424457550049","0.2678898572921753","0.2678898572921753","0.2678898572921753","0.21575619280338287","0.21575619280338287","0.21575619280338287","0.0385807529091835","0.0385807529091835","0.0385807529091835"
"38","0.044418223202228546","0.044418223202228546","0.044418223202228546","0.0655272826552391","0.0655272826552391","0.0655272826552391","0.07230096310377121","0.07230096310377121","0.07230096310377121","0.14352105557918549","0.14352105557918549","0.14352105557918549","0.05639216676354408","0.05639216676354408","0.05639216676354408","0.14579223096370697","0.14579223096370697","0.14579223096370697","1.1249773502349854","1.1249773502349854","1.1249773502349854","0.3566764295101166","0.3566764295101166","0.3566764295101166","0.1936972290277481","0.1936972290277481","0.1936972290277481","0.14923036098480225","0.14923036098480225","0.14923036098480225"
"39","0.045155491679906845","0.045155491679906845","0.045155491679906845","0.06723711639642715","0.06723711639642715","0.06723711639642715","0.07091491669416428","0.07091491669416428","0.07091491669416428","0.10693323612213135","0.10693323612213135","0.10693323612213135","0.20069928467273712","0.20069928467273712","0.20069928467273712","0.1392025649547577","0.1392025649547577","0.1392025649547577","0.8999465703964233","0.8999465703964233","0.8999465703964233","0.20367763936519623","0.20367763936519623","0.20367763936519623","0.12909536063671112","0.12909536063671112","0.12909536063671112","0.05769196152687073","0.05769196152687073","0.05769196152687073"
"40","0.09316170960664749","0.09316170960664749","0.09316170960664749","0.057933248579502106","0.057933248579502106","0.057933248579502106","0.08548039942979813","0.08548039942979813","0.08548039942979813","0.2505377531051636","0.2505377531051636","0.2505377531051636","0.057187940925359726","0.057187940925359726","0.057187940925359726","0.1800088882446289","0.1800088882446289","0.1800088882446289","1.2783085107803345","1.2783085107803345","1.2783085107803345","0.25115448236465454","0.25115448236465454","0.25115448236465454","0.1622801423072815","0.1622801423072815","0.1622801423072815","0.2128840535879135","0.2128840535879135","0.2128840535879135"
"41","0.050181061029434204","0.050181061029434204","0.050181061029434204","0.0602879598736763","0.0602879598736763","0.0602879598736763","0.06718572229146957","0.06718572229146957","0.06718572229146957","0.14238904416561127","0.14238904416561127","0.14238904416561127","0.056755516678094864","0.056755516678094864","0.056755516678094864","0.23620136082172394","0.23620136082172394","0.23620136082172394","1.3960012197494507","1.3960012197494507","1.3960012197494507","0.20925363898277283","0.20925363898277283","0.20925363898277283","0.14706972241401672","0.14706972241401672","0.14706972241401672","0.29330527782440186","0.29330527782440186","0.29330527782440186"
