"Step","20260203_145728_traj_reward_fresh_configA_age1500 - actor_train/grad_norm","20260203_145728_traj_reward_fresh_configA_age1500 - actor_train/grad_norm__MIN","20260203_145728_traj_reward_fresh_configA_age1500 - actor_train/grad_norm__MAX","20260203_145221_traj_reward_fresh_configA_age1000 - actor_train/grad_norm","20260203_145221_traj_reward_fresh_configA_age1000 - actor_train/grad_norm__MIN","20260203_145221_traj_reward_fresh_configA_age1000 - actor_train/grad_norm__MAX","20260203_144832_traj_reward_fresh_configA - actor_train/grad_norm","20260203_144832_traj_reward_fresh_configA - actor_train/grad_norm__MIN","20260203_144832_traj_reward_fresh_configA - actor_train/grad_norm__MAX","20260203_141744_traj_reward_fresh - actor_train/grad_norm","20260203_141744_traj_reward_fresh - actor_train/grad_norm__MIN","20260203_141744_traj_reward_fresh - actor_train/grad_norm__MAX","20260201_191930_traj_reward_fresh_configA_IS - actor_train/grad_norm","20260201_191930_traj_reward_fresh_configA_IS - actor_train/grad_norm__MIN","20260201_191930_traj_reward_fresh_configA_IS - actor_train/grad_norm__MAX","20260201_191332_traj_reward_fresh - actor_train/grad_norm","20260201_191332_traj_reward_fresh - actor_train/grad_norm__MIN","20260201_191332_traj_reward_fresh - actor_train/grad_norm__MAX","20260131_160147_step_reward_fresh_configA - actor_train/grad_norm","20260131_160147_step_reward_fresh_configA - actor_train/grad_norm__MIN","20260131_160147_step_reward_fresh_configA - actor_train/grad_norm__MAX","20260131_160100_step_reward_fresh - actor_train/grad_norm","20260131_160100_step_reward_fresh - actor_train/grad_norm__MIN","20260131_160100_step_reward_fresh - actor_train/grad_norm__MAX","20260131_155522_traj_reward_fresh - actor_train/grad_norm","20260131_155522_traj_reward_fresh - actor_train/grad_norm__MIN","20260131_155522_traj_reward_fresh - actor_train/grad_norm__MAX","20260131_155911_traj_reward_fresh_configA - actor_train/grad_norm","20260131_155911_traj_reward_fresh_configA - actor_train/grad_norm__MIN","20260131_155911_traj_reward_fresh_configA - actor_train/grad_norm__MAX"
"10","48.89712142944336","48.89712142944336","48.89712142944336","14.582796096801758","14.582796096801758","14.582796096801758","19.133455276489258","19.133455276489258","19.133455276489258","239.70103454589844","239.70103454589844","239.70103454589844","17.870431900024414","17.870431900024414","17.870431900024414","159.08016967773438","159.08016967773438","159.08016967773438","0","0","0","264.4646301269531","264.4646301269531","264.4646301269531","130.0013885498047","130.0013885498047","130.0013885498047","0","0","0"
"11","10.863503456115723","10.863503456115723","10.863503456115723","8.819046974182129","8.819046974182129","8.819046974182129","12.013557434082031","12.013557434082031","12.013557434082031","120.7559814453125","120.7559814453125","120.7559814453125","0","0","0","218.67230224609375","218.67230224609375","218.67230224609375","0","0","0","258.7146911621094","258.7146911621094","258.7146911621094","303.886474609375","303.886474609375","303.886474609375","0","0","0"
"12","41.050750732421875","41.050750732421875","41.050750732421875","7.742705345153809","7.742705345153809","7.742705345153809","17.306955337524414","17.306955337524414","17.306955337524414","139.1227569580078","139.1227569580078","139.1227569580078","0","0","0","236.23680114746094","236.23680114746094","236.23680114746094","0","0","0","217.416259765625","217.416259765625","217.416259765625","228.90830993652344","228.90830993652344","228.90830993652344","0","0","0"
"13","6.8272576332092285","6.8272576332092285","6.8272576332092285","16.377944946289062","16.377944946289062","16.377944946289062","8.741878509521484","8.741878509521484","8.741878509521484","234.9238739013672","234.9238739013672","234.9238739013672","0","0","0","404.2291564941406","404.2291564941406","404.2291564941406","0","0","0","382.2891845703125","382.2891845703125","382.2891845703125","158.03494262695312","158.03494262695312","158.03494262695312","0","0","0"
"14","16.8427677154541","16.8427677154541","16.8427677154541","7.988358974456787","7.988358974456787","7.988358974456787","9.399606704711914","9.399606704711914","9.399606704711914","180.37962341308594","180.37962341308594","180.37962341308594","0","0","0","189.05218505859375","189.05218505859375","189.05218505859375","0","0","0","261.2262878417969","261.2262878417969","261.2262878417969","177.54205322265625","177.54205322265625","177.54205322265625","0","0","0"
"15","14.875353813171387","14.875353813171387","14.875353813171387","0","0","0","8.91699504852295","8.91699504852295","8.91699504852295","171.98516845703125","171.98516845703125","171.98516845703125","0","0","0","210.8248748779297","210.8248748779297","210.8248748779297","12.475963592529297","12.475963592529297","12.475963592529297","256.3774108886719","256.3774108886719","256.3774108886719","189.79864501953125","189.79864501953125","189.79864501953125","0","0","0"
"16","0","0","0","0","0","0","19.33000373840332","19.33000373840332","19.33000373840332","117.41259002685547","117.41259002685547","117.41259002685547","0","0","0","222.69656372070312","222.69656372070312","222.69656372070312","0","0","0","239.9250030517578","239.9250030517578","239.9250030517578","164.43328857421875","164.43328857421875","164.43328857421875","0","0","0"
"17","7.192261695861816","7.192261695861816","7.192261695861816","15.849924087524414","15.849924087524414","15.849924087524414","0","0","0","96.74820709228516","96.74820709228516","96.74820709228516","0","0","0","197.3846435546875","197.3846435546875","197.3846435546875","0","0","0","160.8017120361328","160.8017120361328","160.8017120361328","230.10400390625","230.10400390625","230.10400390625","0","0","0"
"18","0","0","0","0","0","0","0","0","0","126.06428527832031","126.06428527832031","126.06428527832031","0","0","0","253.9768524169922","253.9768524169922","253.9768524169922","0","0","0","157.90013122558594","157.90013122558594","157.90013122558594","176.14352416992188","176.14352416992188","176.14352416992188","0","0","0"
"19","0","0","0","0","0","0","0","0","0","83.9243392944336","83.9243392944336","83.9243392944336","0","0","0","403.3149108886719","403.3149108886719","403.3149108886719","0","0","0","615.0053100585938","615.0053100585938","615.0053100585938","167.30538940429688","167.30538940429688","167.30538940429688","0","0","0"
"20","1.97200345993042","1.97200345993042","1.97200345993042","0","0","0","0","0","0","133.4148406982422","133.4148406982422","133.4148406982422","0","0","0","285.5663757324219","285.5663757324219","285.5663757324219","0","0","0","191.48704528808594","191.48704528808594","191.48704528808594","184.4814910888672","184.4814910888672","184.4814910888672","0","0","0"
"21","0","0","0","6.074888229370117","6.074888229370117","6.074888229370117","6.027125358581543","6.027125358581543","6.027125358581543","127.95866394042969","127.95866394042969","127.95866394042969","0","0","0","168.30006408691406","168.30006408691406","168.30006408691406","0","0","0","98.41112518310547","98.41112518310547","98.41112518310547","180.433349609375","180.433349609375","180.433349609375","0","0","0"
"22","0","0","0","0","0","0","0","0","0","118.80528259277344","118.80528259277344","118.80528259277344","0","0","0","117.63802337646484","117.63802337646484","117.63802337646484","0","0","0","138.8571319580078","138.8571319580078","138.8571319580078","197.8921356201172","197.8921356201172","197.8921356201172","0","0","0"
"23","3.0005178451538086","3.0005178451538086","3.0005178451538086","0","0","0","0","0","0","139.9438018798828","139.9438018798828","139.9438018798828","0","0","0","323.6369934082031","323.6369934082031","323.6369934082031","0","0","0","154.40823364257812","154.40823364257812","154.40823364257812","265.7200622558594","265.7200622558594","265.7200622558594","0","0","0"
"24","5.960371971130371","5.960371971130371","5.960371971130371","0","0","0","6.6317219734191895","6.6317219734191895","6.6317219734191895","88.5614242553711","88.5614242553711","88.5614242553711","0","0","0","325.6813049316406","325.6813049316406","325.6813049316406","0","0","0","206.1290740966797","206.1290740966797","206.1290740966797","151.8563995361328","151.8563995361328","151.8563995361328","0","0","0"
"25","0","0","0","0","0","0","0","0","0","77.52272033691406","77.52272033691406","77.52272033691406","0","0","0","151.61093139648438","151.61093139648438","151.61093139648438","0","0","0","182.827880859375","182.827880859375","182.827880859375","196.9729461669922","196.9729461669922","196.9729461669922","0","0","0"
"26","0","0","0","0","0","0","0","0","0","141.0315704345703","141.0315704345703","141.0315704345703","0","0","0","151.8266143798828","151.8266143798828","151.8266143798828","0","0","0","216.9886016845703","216.9886016845703","216.9886016845703","368.6667785644531","368.6667785644531","368.6667785644531","0","0","0"
"27","0","0","0","0","0","0","0","0","0","140.89024353027344","140.89024353027344","140.89024353027344","0","0","0","103.31395721435547","103.31395721435547","103.31395721435547","0","0","0","184.07467651367188","184.07467651367188","184.07467651367188","407.513671875","407.513671875","407.513671875","0","0","0"
"28","6.070709228515625","6.070709228515625","6.070709228515625","0","0","0","0","0","0","121.85417938232422","121.85417938232422","121.85417938232422","0","0","0","164.2591094970703","164.2591094970703","164.2591094970703","0","0","0","170.79188537597656","170.79188537597656","170.79188537597656","164.51393127441406","164.51393127441406","164.51393127441406","0","0","0"
"29","0","0","0","0","0","0","0","0","0","141.0193634033203","141.0193634033203","141.0193634033203","0","0","0","134.3054656982422","134.3054656982422","134.3054656982422","0","0","0","261.48443603515625","261.48443603515625","261.48443603515625","182.22926330566406","182.22926330566406","182.22926330566406","0","0","0"
"30","0","0","0","0","0","0","0","0","0","115.0123519897461","115.0123519897461","115.0123519897461","0","0","0","220.57102966308594","220.57102966308594","220.57102966308594","0","0","0","124.89832305908203","124.89832305908203","124.89832305908203","150.59027099609375","150.59027099609375","150.59027099609375","0","0","0"
"31","0","0","0","0","0","0","0","0","0","79.1186752319336","79.1186752319336","79.1186752319336","0","0","0","130.9911651611328","130.9911651611328","130.9911651611328","0","0","0","148.27760314941406","148.27760314941406","148.27760314941406","108.5371322631836","108.5371322631836","108.5371322631836","0","0","0"
"32","0","0","0","0","0","0","0","0","0","87.08222198486328","87.08222198486328","87.08222198486328","0","0","0","220.6102294921875","220.6102294921875","220.6102294921875","0","0","0","161.16705322265625","161.16705322265625","161.16705322265625","263.0639953613281","263.0639953613281","263.0639953613281","0","0","0"
"33","0","0","0","0","0","0","0","0","0","59.82423782348633","59.82423782348633","59.82423782348633","0","0","0","186.33377075195312","186.33377075195312","186.33377075195312","0","0","0","114.17487335205078","114.17487335205078","114.17487335205078","229.26312255859375","229.26312255859375","229.26312255859375","0","0","0"
"34","0","0","0","0","0","0","0","0","0","104.71573638916016","104.71573638916016","104.71573638916016","0","0","0","239.0602569580078","239.0602569580078","239.0602569580078","0","0","0","173.59121704101562","173.59121704101562","173.59121704101562","154.2933807373047","154.2933807373047","154.2933807373047","20.8876953125","20.8876953125","20.8876953125"
"35","0","0","0","0","0","0","0","0","0","110.86824798583984","110.86824798583984","110.86824798583984","0","0","0","247.742431640625","247.742431640625","247.742431640625","0","0","0","167.39747619628906","167.39747619628906","167.39747619628906","142.96615600585938","142.96615600585938","142.96615600585938","0","0","0"
"36","0","0","0","0","0","0","0","0","0","109.22822570800781","109.22822570800781","109.22822570800781","0","0","0","214.05474853515625","214.05474853515625","214.05474853515625","0","0","0","202.59402465820312","202.59402465820312","202.59402465820312","222.84799194335938","222.84799194335938","222.84799194335938","0","0","0"
"37","0","0","0","0","0","0","0","0","0","117.9666519165039","117.9666519165039","117.9666519165039","0","0","0","194.21917724609375","194.21917724609375","194.21917724609375","0","0","0","195.4278564453125","195.4278564453125","195.4278564453125","184.98377990722656","184.98377990722656","184.98377990722656","0","0","0"
"38","0","0","0","0","0","0","0","0","0","86.45718383789062","86.45718383789062","86.45718383789062","0","0","0","279.6512145996094","279.6512145996094","279.6512145996094","0","0","0","165.46095275878906","165.46095275878906","165.46095275878906","184.07696533203125","184.07696533203125","184.07696533203125","0","0","0"
"39","0","0","0","0","0","0","0","0","0","62.32297897338867","62.32297897338867","62.32297897338867","0","0","0","299.1367492675781","299.1367492675781","299.1367492675781","0","0","0","145.5027618408203","145.5027618408203","145.5027618408203","136.50379943847656","136.50379943847656","136.50379943847656","0","0","0"
"40","0","0","0","0","0","0","0","0","0","193.4287109375","193.4287109375","193.4287109375","0","0","0","193.25791931152344","193.25791931152344","193.25791931152344","0","0","0","122.2913818359375","122.2913818359375","122.2913818359375","213.6302490234375","213.6302490234375","213.6302490234375","0","0","0"
"41","2.1840322017669678","2.1840322017669678","2.1840322017669678","0","0","0","0","0","0","78.97509765625","78.97509765625","78.97509765625","0","0","0","148.66212463378906","148.66212463378906","148.66212463378906","0","0","0","174.71531677246094","174.71531677246094","174.71531677246094","146.76597595214844","146.76597595214844","146.76597595214844","0","0","0"
"42","0","0","0","0","0","0","0","0","0","90.06481170654297","90.06481170654297","90.06481170654297","0","0","0","143.5952911376953","143.5952911376953","143.5952911376953","0","0","0","163.06932067871094","163.06932067871094","163.06932067871094","129.34388732910156","129.34388732910156","129.34388732910156","0","0","0"
"43","0","0","0","0","0","0","0","0","0","88.49176788330078","88.49176788330078","88.49176788330078","0","0","0","144.70359802246094","144.70359802246094","144.70359802246094","7633.43603515625","7633.43603515625","7633.43603515625","83.98079681396484","83.98079681396484","83.98079681396484","99.82968139648438","99.82968139648438","99.82968139648438","0","0","0"
"44","0","0","0","0","0","0","0","0","0","53.817230224609375","53.817230224609375","53.817230224609375","0","0","0","229.61361694335938","229.61361694335938","229.61361694335938","0","0","0","189.7841796875","189.7841796875","189.7841796875","186.67758178710938","186.67758178710938","186.67758178710938","0","0","0"
"45","0","0","0","0","0","0","0","0","0","146.62730407714844","146.62730407714844","146.62730407714844","0","0","0","355.4960021972656","355.4960021972656","355.4960021972656","0","0","0","210.7458038330078","210.7458038330078","210.7458038330078","353.78717041015625","353.78717041015625","353.78717041015625","0","0","0"
"46","0","0","0","0","0","0","0","0","0","62.99814224243164","62.99814224243164","62.99814224243164","0","0","0","226.1115264892578","226.1115264892578","226.1115264892578","0","0","0","167.1645965576172","167.1645965576172","167.1645965576172","313.0583801269531","313.0583801269531","313.0583801269531","0","0","0"
"47","0","0","0","0","0","0","0","0","0","86.67272186279297","86.67272186279297","86.67272186279297","0","0","0","307.48046875","307.48046875","307.48046875","0","0","0","151.57574462890625","151.57574462890625","151.57574462890625","152.5803985595703","152.5803985595703","152.5803985595703","0","0","0"
"48","0","0","0","0","0","0","0","0","0","92.39612579345703","92.39612579345703","92.39612579345703","0","0","0","181.91845703125","181.91845703125","181.91845703125","0","0","0","184.57156372070312","184.57156372070312","184.57156372070312","190.91542053222656","190.91542053222656","190.91542053222656","0","0","0"
"49","0","0","0","0","0","0","0","0","0","54.94489288330078","54.94489288330078","54.94489288330078","0","0","0","262.8641052246094","262.8641052246094","262.8641052246094","0","0","0","182.56802368164062","182.56802368164062","182.56802368164062","210.45616149902344","210.45616149902344","210.45616149902344","0","0","0"
"50","0","0","0","0","0","0","0","0","0","154.28567504882812","154.28567504882812","154.28567504882812","0","0","0","135.6100311279297","135.6100311279297","135.6100311279297","0","0","0","164.04180908203125","164.04180908203125","164.04180908203125","180.34307861328125","180.34307861328125","180.34307861328125","0","0","0"
"51","0","0","0","0","0","0","0","0","0","91.74874877929688","91.74874877929688","91.74874877929688","0","0","0","129.29812622070312","129.29812622070312","129.29812622070312","0","0","0","121.36154174804688","121.36154174804688","121.36154174804688","192.09156799316406","192.09156799316406","192.09156799316406","0","0","0"
"52","0","0","0","0","0","0","0","0","0","56.32993698120117","56.32993698120117","56.32993698120117","0","0","0","174.1195526123047","174.1195526123047","174.1195526123047","0","0","0","172.1710662841797","172.1710662841797","172.1710662841797","153.75308227539062","153.75308227539062","153.75308227539062","0","0","0"
"53","0","0","0","0","0","0","0","0","0","149.8981475830078","149.8981475830078","149.8981475830078","0","0","0","126.65866088867188","126.65866088867188","126.65866088867188","0","0","0","234.6523895263672","234.6523895263672","234.6523895263672","203.4813995361328","203.4813995361328","203.4813995361328","0","0","0"
"54","0","0","0","0","0","0","0","0","0","113.12486267089844","113.12486267089844","113.12486267089844","0","0","0","135.3440399169922","135.3440399169922","135.3440399169922","0","0","0","148.23165893554688","148.23165893554688","148.23165893554688","148.09754943847656","148.09754943847656","148.09754943847656","0","0","0"
"55","0","0","0","0","0","0","0","0","0","82.8759536743164","82.8759536743164","82.8759536743164","0","0","0","116.27400970458984","116.27400970458984","116.27400970458984","0","0","0","185.9776611328125","185.9776611328125","185.9776611328125","208.1385955810547","208.1385955810547","208.1385955810547","0","0","0"
"56","0","0","0","0","0","0","0","0","0","133.7066650390625","133.7066650390625","133.7066650390625","0","0","0","119.02033233642578","119.02033233642578","119.02033233642578","0","0","0","116.26895904541016","116.26895904541016","116.26895904541016","120.06181335449219","120.06181335449219","120.06181335449219","0","0","0"
"57","0","0","0","0","0","0","0","0","0","81.52700805664062","81.52700805664062","81.52700805664062","0","0","0","306.12255859375","306.12255859375","306.12255859375","0","0","0","117.83334350585938","117.83334350585938","117.83334350585938","204.56407165527344","204.56407165527344","204.56407165527344","0","0","0"
"58","0","0","0","0","0","0","0","0","0","201.88839721679688","201.88839721679688","201.88839721679688","0","0","0","275.6125793457031","275.6125793457031","275.6125793457031","0","0","0","198.3910675048828","198.3910675048828","198.3910675048828","228.19007873535156","228.19007873535156","228.19007873535156","0","0","0"
"59","0","0","0","0","0","0","0","0","0","92.77486419677734","92.77486419677734","92.77486419677734","0","0","0","66.0101318359375","66.0101318359375","66.0101318359375","0","0","0","151.98312377929688","151.98312377929688","151.98312377929688","159.2576446533203","159.2576446533203","159.2576446533203","0","0","0"
"60","0","0","0","0","0","0","0","0","0","95.28472900390625","95.28472900390625","95.28472900390625","0","0","0","131.5259552001953","131.5259552001953","131.5259552001953","0","0","0","160.46043395996094","160.46043395996094","160.46043395996094","151.34939575195312","151.34939575195312","151.34939575195312","0","0","0"
"61","0","0","0","0","0","0","0","0","0","77.11214447021484","77.11214447021484","77.11214447021484","0","0","0","135.90670776367188","135.90670776367188","135.90670776367188","0","0","0","187.30799865722656","187.30799865722656","187.30799865722656","168.5654296875","168.5654296875","168.5654296875","0","0","0"
"62","0","0","0","0","0","0","0","0","0","83.28508758544922","83.28508758544922","83.28508758544922","0","0","0","176.46051025390625","176.46051025390625","176.46051025390625","0","0","0","97.98477935791016","97.98477935791016","97.98477935791016","154.98182678222656","154.98182678222656","154.98182678222656","0","0","0"
"63","0","0","0","0","0","0","0","0","0","127.61140441894531","127.61140441894531","127.61140441894531","0","0","0","310.0482482910156","310.0482482910156","310.0482482910156","0","0","0","153.34263610839844","153.34263610839844","153.34263610839844","86.27760314941406","86.27760314941406","86.27760314941406","0","0","0"
"64","0","0","0","0","0","0","0","0","0","69.60667419433594","69.60667419433594","69.60667419433594","0","0","0","249.3389892578125","249.3389892578125","249.3389892578125","0","0","0","220.5043487548828","220.5043487548828","220.5043487548828","148.61351013183594","148.61351013183594","148.61351013183594","0","0","0"
"65","0","0","0","0","0","0","0","0","0","65.7504653930664","65.7504653930664","65.7504653930664","0","0","0","210.93521118164062","210.93521118164062","210.93521118164062","0","0","0","168.58921813964844","168.58921813964844","168.58921813964844","248.94497680664062","248.94497680664062","248.94497680664062","0","0","0"
"66","0","0","0","0","0","0","0","0","0","63.32587432861328","63.32587432861328","63.32587432861328","0","0","0","176.93756103515625","176.93756103515625","176.93756103515625","0","0","0","202.65089416503906","202.65089416503906","202.65089416503906","64.0516128540039","64.0516128540039","64.0516128540039","0","0","0"
"67","0","0","0","0","0","0","0","0","0","158.43240356445312","158.43240356445312","158.43240356445312","0","0","0","110.57316589355469","110.57316589355469","110.57316589355469","0","0","0","188.25730895996094","188.25730895996094","188.25730895996094","225.78306579589844","225.78306579589844","225.78306579589844","0","0","0"
"68","0","0","0","0","0","0","0","0","0","99.9752197265625","99.9752197265625","99.9752197265625","0","0","0","215.05575561523438","215.05575561523438","215.05575561523438","0","0","0","93.9787368774414","93.9787368774414","93.9787368774414","148.9259033203125","148.9259033203125","148.9259033203125","0","0","0"
"69","0","0","0","0","0","0","0","0","0","98.01976776123047","98.01976776123047","98.01976776123047","0","0","0","284.8108825683594","284.8108825683594","284.8108825683594","0","0","0","257.02880859375","257.02880859375","257.02880859375","187.79200744628906","187.79200744628906","187.79200744628906","0","0","0"
"70","0","0","0","0","0","0","0","0","0","61.01251220703125","61.01251220703125","61.01251220703125","0","0","0","291.65673828125","291.65673828125","291.65673828125","0","0","0","110.58641052246094","110.58641052246094","110.58641052246094","241.2469024658203","241.2469024658203","241.2469024658203","0","0","0"
"71","0","0","0","0","0","0","0","0","0","70.60726928710938","70.60726928710938","70.60726928710938","0","0","0","97.60240173339844","97.60240173339844","97.60240173339844","0","0","0","217.82009887695312","217.82009887695312","217.82009887695312","105.9094009399414","105.9094009399414","105.9094009399414","0","0","0"
"72","0","0","0","0","0","0","0","0","0","67.67235565185547","67.67235565185547","67.67235565185547","0","0","0","164.10653686523438","164.10653686523438","164.10653686523438","0","0","0","271.9095458984375","271.9095458984375","271.9095458984375","167.0049591064453","167.0049591064453","167.0049591064453","0","0","0"
"73","0","0","0","0","0","0","0","0","0","50.15955352783203","50.15955352783203","50.15955352783203","0","0","0","158.34210205078125","158.34210205078125","158.34210205078125","0","0","0","263.1020202636719","263.1020202636719","263.1020202636719","121.02908325195312","121.02908325195312","121.02908325195312","0","0","0"
"74","0","0","0","0","0","0","0","0","0","36.65754699707031","36.65754699707031","36.65754699707031","0","0","0","128.64208984375","128.64208984375","128.64208984375","0","0","0","95.87628173828125","95.87628173828125","95.87628173828125","200.41604614257812","200.41604614257812","200.41604614257812","0","0","0"
"75","0","0","0","0","0","0","0","0","0","133.7764434814453","133.7764434814453","133.7764434814453","0","0","0","99.53971099853516","99.53971099853516","99.53971099853516","0","0","0","206.14503479003906","206.14503479003906","206.14503479003906","175.97784423828125","175.97784423828125","175.97784423828125","0","0","0"
"76","0","0","0","0","0","0","0","0","0","55.81175994873047","55.81175994873047","55.81175994873047","0","0","0","220.06251525878906","220.06251525878906","220.06251525878906","0","0","0","133.0860595703125","133.0860595703125","133.0860595703125","212.58609008789062","212.58609008789062","212.58609008789062","0","0","0"
"77","0","0","0","0","0","0","0","0","0","113.79689025878906","113.79689025878906","113.79689025878906","0","0","0","139.05262756347656","139.05262756347656","139.05262756347656","0","0","0","322.3329162597656","322.3329162597656","322.3329162597656","207.34750366210938","207.34750366210938","207.34750366210938","0","0","0"
"78","0","0","0","0","0","0","0","0","0","61.202842712402344","61.202842712402344","61.202842712402344","0","0","0","253.85589599609375","253.85589599609375","253.85589599609375","0","0","0","172.95120239257812","172.95120239257812","172.95120239257812","251.49977111816406","251.49977111816406","251.49977111816406","0","0","0"
"79","0","0","0","0","0","0","0","0","0","86.72675323486328","86.72675323486328","86.72675323486328","0","0","0","167.7410125732422","167.7410125732422","167.7410125732422","0","0","0","198.0765380859375","198.0765380859375","198.0765380859375","163.39651489257812","163.39651489257812","163.39651489257812","0","0","0"
