"Step","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/importance_weight/mean","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/importance_weight/mean__MIN","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/importance_weight/mean__MAX","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/importance_weight/mean","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/importance_weight/mean__MIN","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/importance_weight/mean__MAX","20260203_144832_traj_reward_fresh_configA - offpolicy/importance_weight/mean","20260203_144832_traj_reward_fresh_configA - offpolicy/importance_weight/mean__MIN","20260203_144832_traj_reward_fresh_configA - offpolicy/importance_weight/mean__MAX","20260203_141744_traj_reward_fresh - offpolicy/importance_weight/mean","20260203_141744_traj_reward_fresh - offpolicy/importance_weight/mean__MIN","20260203_141744_traj_reward_fresh - offpolicy/importance_weight/mean__MAX","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/importance_weight/mean","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/importance_weight/mean__MIN","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/importance_weight/mean__MAX","20260201_191332_traj_reward_fresh - offpolicy/importance_weight/mean","20260201_191332_traj_reward_fresh - offpolicy/importance_weight/mean__MIN","20260201_191332_traj_reward_fresh - offpolicy/importance_weight/mean__MAX","20260131_160147_step_reward_fresh_configA - offpolicy/importance_weight/mean","20260131_160147_step_reward_fresh_configA - offpolicy/importance_weight/mean__MIN","20260131_160147_step_reward_fresh_configA - offpolicy/importance_weight/mean__MAX","20260131_160100_step_reward_fresh - offpolicy/importance_weight/mean","20260131_160100_step_reward_fresh - offpolicy/importance_weight/mean__MIN","20260131_160100_step_reward_fresh - offpolicy/importance_weight/mean__MAX","20260131_155522_traj_reward_fresh - offpolicy/importance_weight/mean","20260131_155522_traj_reward_fresh - offpolicy/importance_weight/mean__MIN","20260131_155522_traj_reward_fresh - offpolicy/importance_weight/mean__MAX","20260131_155911_traj_reward_fresh_configA - offpolicy/importance_weight/mean","20260131_155911_traj_reward_fresh_configA - offpolicy/importance_weight/mean__MIN","20260131_155911_traj_reward_fresh_configA - offpolicy/importance_weight/mean__MAX"
"13","13323.4931640625","13323.4931640625","13323.4931640625","3118.659912109375","3118.659912109375","3118.659912109375","18.61220359802246","18.61220359802246","18.61220359802246","4.785716533660889","4.785716533660889","4.785716533660889","414345408","414345408","414345408","2675374.5","2675374.5","2675374.5","972383936","972383936","972383936","6.301054000854492","6.301054000854492","6.301054000854492","2.056044340133667","2.056044340133667","2.056044340133667","853304704","853304704","853304704"
"14","550966528","550966528","550966528","3151387392","3151387392","3151387392","3.2462167739868164","3.2462167739868164","3.2462167739868164","40564508","40564508","40564508","32547404","32547404","32547404","3029920","3029920","3029920","31916615680","31916615680","31916615680","371218656","371218656","371218656","6.18981409072876","6.18981409072876","6.18981409072876","5283880960","5283880960","5283880960"
"15","639347072","639347072","639347072","115.55992126464844","115.55992126464844","115.55992126464844","3.969618797302246","3.969618797302246","3.969618797302246","4.818963050842285","4.818963050842285","4.818963050842285","1623400448","1623400448","1623400448","1.9010030031204224","1.9010030031204224","1.9010030031204224","47640289280","47640289280","47640289280","11.119728088378906","11.119728088378906","11.119728088378906","2.11940336227417","2.11940336227417","2.11940336227417","25915580","25915580","25915580"
"16","2446264","2446264","2446264","1.862899899482727","1.862899899482727","1.862899899482727","3.3871054649353027","3.3871054649353027","3.3871054649353027","4.71177864074707","4.71177864074707","4.71177864074707","46814768","46814768","46814768","2.2382986545562744","2.2382986545562744","2.2382986545562744","4228528734208","4228528734208","4228528734208","18052802","18052802","18052802","1.7353743314743042","1.7353743314743042","1.7353743314743042","555985.4375","555985.4375","555985.4375"
"17","2377230.75","2377230.75","2377230.75","1.6929376125335693","1.6929376125335693","1.6929376125335693","1.9085739850997925","1.9085739850997925","1.9085739850997925","3.4124743938446045","3.4124743938446045","3.4124743938446045","1561459328","1561459328","1561459328","122687.5625","122687.5625","122687.5625","1589251584","1589251584","1589251584","5.387575626373291","5.387575626373291","5.387575626373291","2.9715867042541504","2.9715867042541504","2.9715867042541504","1784653312","1784653312","1784653312"
"18","23.984424591064453","23.984424591064453","23.984424591064453","3302.92822265625","3302.92822265625","3302.92822265625","4.3835554122924805","4.3835554122924805","4.3835554122924805","4.100718021392822","4.100718021392822","4.100718021392822","699765.3125","699765.3125","699765.3125","2.6302127838134766","2.6302127838134766","2.6302127838134766","3548978944","3548978944","3548978944","6.414531707763672","6.414531707763672","6.414531707763672","2.184589385986328","2.184589385986328","2.184589385986328","10.811456680297852","10.811456680297852","10.811456680297852"
"19","22.746519088745117","22.746519088745117","22.746519088745117","1.905893325805664","1.905893325805664","1.905893325805664","1.840613842010498","1.840613842010498","1.840613842010498","2.282572031021118","2.282572031021118","2.282572031021118","26174840832","26174840832","26174840832","3.2019495964050293","3.2019495964050293","3.2019495964050293","1084193664","1084193664","1084193664","115.86529541015625","115.86529541015625","115.86529541015625","4.557362079620361","4.557362079620361","4.557362079620361","113.13141632080078","113.13141632080078","113.13141632080078"
"20","23.045501708984375","23.045501708984375","23.045501708984375","1.6681469678878784","1.6681469678878784","1.6681469678878784","4.25377082824707","4.25377082824707","4.25377082824707","2.4300436973571777","2.4300436973571777","2.4300436973571777","39706912","39706912","39706912","2.0721471309661865","2.0721471309661865","2.0721471309661865","12120745984","12120745984","12120745984","5.972803592681885","5.972803592681885","5.972803592681885","3.3889822959899902","3.3889822959899902","3.3889822959899902","250542.875","250542.875","250542.875"
"21","2495795.25","2495795.25","2495795.25","3610.1767578125","3610.1767578125","3610.1767578125","3.5707764625549316","3.5707764625549316","3.5707764625549316","1.932187557220459","1.932187557220459","1.932187557220459","21725564","21725564","21725564","21898554","21898554","21898554","8223729664","8223729664","8223729664","7.2033562660217285","7.2033562660217285","7.2033562660217285","2.411534070968628","2.411534070968628","2.411534070968628","14787512","14787512","14787512"
"22","2857254.75","2857254.75","2857254.75","1.6290149688720703","1.6290149688720703","1.6290149688720703","2.0454819202423096","2.0454819202423096","2.0454819202423096","1.9828755855560303","1.9828755855560303","1.9828755855560303","29766928","29766928","29766928","1.7254951000213623","1.7254951000213623","1.7254951000213623","5954321920","5954321920","5954321920","3.776158571243286","3.776158571243286","3.776158571243286","2249293.5","2249293.5","2249293.5","14.408679008483887","14.408679008483887","14.408679008483887"
"23","2872086.25","2872086.25","2872086.25","1.3067092895507812","1.3067092895507812","1.3067092895507812","1.749629259109497","1.749629259109497","1.749629259109497","7.820330619812012","7.820330619812012","7.820330619812012","2149441792","2149441792","2149441792","3.161442995071411","3.161442995071411","3.161442995071411","5138935296","5138935296","5138935296","39326020","39326020","39326020","6.258522987365723","6.258522987365723","6.258522987365723","10879634","10879634","10879634"
"24","2780008.5","2780008.5","2780008.5","3456.097900390625","3456.097900390625","3456.097900390625","3.1248042583465576","3.1248042583465576","3.1248042583465576","2.235016107559204","2.235016107559204","2.235016107559204","3928039.75","3928039.75","3928039.75","2.17010498046875","2.17010498046875","2.17010498046875","1075721728","1075721728","1075721728","11.679397583007812","11.679397583007812","11.679397583007812","2622594.25","2622594.25","2622594.25","7024411.5","7024411.5","7024411.5"
"25","2746753","2746753","2746753","3452.761962890625","3452.761962890625","3452.761962890625","3.5762083530426025","3.5762083530426025","3.5762083530426025","2.898571491241455","2.898571491241455","2.898571491241455","3045718272","3045718272","3045718272","3089452.75","3089452.75","3089452.75","1028615296","1028615296","1028615296","10.869791984558105","10.869791984558105","10.869791984558105","2.9611291885375977","2.9611291885375977","2.9611291885375977","3975604992","3975604992","3975604992"
"26","27.167070388793945","27.167070388793945","27.167070388793945","1.314577579498291","1.314577579498291","1.314577579498291","1.8884400129318237","1.8884400129318237","1.8884400129318237","3.62094783782959","3.62094783782959","3.62094783782959","578544256","578544256","578544256","2.4968745708465576","2.4968745708465576","2.4968745708465576","633816320","633816320","633816320","7.458900451660156","7.458900451660156","7.458900451660156","2.3304972648620605","2.3304972648620605","2.3304972648620605","1828303872","1828303872","1828303872"
"27","3012497","3012497","3012497","1.9131449460983276","1.9131449460983276","1.9131449460983276","3.396531343460083","3.396531343460083","3.396531343460083","2.5825562477111816","2.5825562477111816","2.5825562477111816","32.838008880615234","32.838008880615234","32.838008880615234","2.3263509273529053","2.3263509273529053","2.3263509273529053","4173336832","4173336832","4173336832","5.07972526550293","5.07972526550293","5.07972526550293","1.9577504396438599","1.9577504396438599","1.9577504396438599","4.135005950927734","4.135005950927734","4.135005950927734"
"28","1.538556694984436","1.538556694984436","1.538556694984436","1.3569886684417725","1.3569886684417725","1.3569886684417725","1.7251249551773071","1.7251249551773071","1.7251249551773071","17.85257911682129","17.85257911682129","17.85257911682129","3846238720","3846238720","3846238720","1.820281744003296","1.820281744003296","1.820281744003296","76525592576","76525592576","76525592576","5.875932216644287","5.875932216644287","5.875932216644287","1.6482501029968262","1.6482501029968262","1.6482501029968262","33.528926849365234","33.528926849365234","33.528926849365234"
"29","27.714441299438477","27.714441299438477","27.714441299438477","2.0991742610931396","2.0991742610931396","2.0991742610931396","1.8485814332962036","1.8485814332962036","1.8485814332962036","3.291869640350342","3.291869640350342","3.291869640350342","73140800","73140800","73140800","1.9424477815628052","1.9424477815628052","1.9424477815628052","1070310144","1070310144","1070310144","54.436214447021484","54.436214447021484","54.436214447021484","2325847.75","2325847.75","2325847.75","4.119729042053223","4.119729042053223","4.119729042053223"
"30","1.6381312608718872","1.6381312608718872","1.6381312608718872","1.2797993421554565","1.2797993421554565","1.2797993421554565","3.34216046333313","3.34216046333313","3.34216046333313","2.346055030822754","2.346055030822754","2.346055030822754","1786098944","1786098944","1786098944","1.9248085021972656","1.9248085021972656","1.9248085021972656","157637394432","157637394432","157637394432","5.5562424659729","5.5562424659729","5.5562424659729","3.4913299083709717","3.4913299083709717","3.4913299083709717","1237193344","1237193344","1237193344"
"31","1.7683862447738647","1.7683862447738647","1.7683862447738647","1.779244303703308","1.779244303703308","1.779244303703308","3.2133843898773193","3.2133843898773193","3.2133843898773193","2.850337505340576","2.850337505340576","2.850337505340576","1814116736","1814116736","1814116736","125677.0703125","125677.0703125","125677.0703125","73760071680","73760071680","73760071680","189498624","189498624","189498624","4.216794490814209","4.216794490814209","4.216794490814209","18465392","18465392","18465392"
"32","1.7487061023712158","1.7487061023712158","1.7487061023712158","1.4380372762680054","1.4380372762680054","1.4380372762680054","1.829735279083252","1.829735279083252","1.829735279083252","3.4945037364959717","3.4945037364959717","3.4945037364959717","157097344","157097344","157097344","7.775261402130127","7.775261402130127","7.775261402130127","27103819776","27103819776","27103819776","2044907.375","2044907.375","2044907.375","3.084111452102661","3.084111452102661","3.084111452102661","264200.28125","264200.28125","264200.28125"
"33","2880406.5","2880406.5","2880406.5","2.099094867706299","2.099094867706299","2.099094867706299","3.9574551582336426","3.9574551582336426","3.9574551582336426","2.7782039642333984","2.7782039642333984","2.7782039642333984","29.649669647216797","29.649669647216797","29.649669647216797","1.8666034936904907","1.8666034936904907","1.8666034936904907","46323503104","46323503104","46323503104","62587.75","62587.75","62587.75","37154.61328125","37154.61328125","37154.61328125","199206.421875","199206.421875","199206.421875"
"34","1.5558335781097412","1.5558335781097412","1.5558335781097412","1.8971184492111206","1.8971184492111206","1.8971184492111206","3.3667409420013428","3.3667409420013428","3.3667409420013428","4607140864","4607140864","4607140864","4295424512","4295424512","4295424512","1.5713845491409302","1.5713845491409302","1.5713845491409302","1539311140864","1539311140864","1539311140864","2.7922587394714355","2.7922587394714355","2.7922587394714355","3.355520486831665","3.355520486831665","3.355520486831665","588563.625","588563.625","588563.625"
"35","1.4754977226257324","1.4754977226257324","1.4754977226257324","1.7473582029342651","1.7473582029342651","1.7473582029342651","1.5118231773376465","1.5118231773376465","1.5118231773376465","4.820093154907227","4.820093154907227","4.820093154907227","2232833.75","2232833.75","2232833.75","2.1377742290496826","2.1377742290496826","2.1377742290496826","203608899584","203608899584","203608899584","8.57884407043457","8.57884407043457","8.57884407043457","2.317728042602539","2.317728042602539","2.317728042602539","17177324","17177324","17177324"
"36","1.5384265184402466","1.5384265184402466","1.5384265184402466","1.7573879957199097","1.7573879957199097","1.7573879957199097","1.4083185195922852","1.4083185195922852","1.4083185195922852","8.81961441040039","8.81961441040039","8.81961441040039","1895313280","1895313280","1895313280","3299890.5","3299890.5","3299890.5","707279388672","707279388672","707279388672","6.669424533843994","6.669424533843994","6.669424533843994","1.8206228017807007","1.8206228017807007","1.8206228017807007","4389568.5","4389568.5","4389568.5"
"37","1.428956151008606","1.428956151008606","1.428956151008606","1.6722471714019775","1.6722471714019775","1.6722471714019775","2.0166854858398438","2.0166854858398438","2.0166854858398438","2.700348138809204","2.700348138809204","2.700348138809204","83760808","83760808","83760808","2.5203144550323486","2.5203144550323486","2.5203144550323486","65537703936","65537703936","65537703936","56716.65625","56716.65625","56716.65625","1883129","1883129","1883129","27652.322265625","27652.322265625","27652.322265625"
"38","1.8067811727523804","1.8067811727523804","1.8067811727523804","1.3905720710754395","1.3905720710754395","1.3905720710754395","1.7252981662750244","1.7252981662750244","1.7252981662750244","2.0496699810028076","2.0496699810028076","2.0496699810028076","500945504","500945504","500945504","3.004420757293701","3.004420757293701","3.004420757293701","34444349440","34444349440","34444349440","12.089746475219727","12.089746475219727","12.089746475219727","2.5145797729492188","2.5145797729492188","2.5145797729492188","10792756","10792756","10792756"
"39","1.431460976600647","1.431460976600647","1.431460976600647","1.7913544178009033","1.7913544178009033","1.7913544178009033","4.604549407958984","4.604549407958984","4.604549407958984","2.2578799724578857","2.2578799724578857","2.2578799724578857","234426672","234426672","234426672","3724537856","3724537856","3724537856","679711342592","679711342592","679711342592","3.4940059185028076","3.4940059185028076","3.4940059185028076","1.8819446563720703","1.8819446563720703","1.8819446563720703","6.109186172485352","6.109186172485352","6.109186172485352"
"40","3502757.5","3502757.5","3502757.5","1.271899938583374","1.271899938583374","1.271899938583374","1.3845436573028564","1.3845436573028564","1.3845436573028564","4.942782878875732","4.942782878875732","4.942782878875732","13.101616859436035","13.101616859436035","13.101616859436035","1.8049609661102295","1.8049609661102295","1.8049609661102295","18036943749120","18036943749120","18036943749120","8.837409019470215","8.837409019470215","8.837409019470215","4.792857646942139","4.792857646942139","4.792857646942139","2559159.5","2559159.5","2559159.5"
"41","1.7224539518356323","1.7224539518356323","1.7224539518356323","1.3789494037628174","1.3789494037628174","1.3789494037628174","1.840318202972412","1.840318202972412","1.840318202972412","2.7515997886657715","2.7515997886657715","2.7515997886657715","27351740","27351740","27351740","2.9659695625305176","2.9659695625305176","2.9659695625305176","644612227072","644612227072","644612227072","9.09961986541748","9.09961986541748","9.09961986541748","2.096855640411377","2.096855640411377","2.096855640411377","269.3793029785156","269.3793029785156","269.3793029785156"
"42","33.42474365234375","33.42474365234375","33.42474365234375","3325.669677734375","3325.669677734375","3325.669677734375","3.6176509857177734","3.6176509857177734","3.6176509857177734","3.7431201934814453","3.7431201934814453","3.7431201934814453","469166656","469166656","469166656","2.421823263168335","2.421823263168335","2.421823263168335","4087702355968","4087702355968","4087702355968","3.069955587387085","3.069955587387085","3.069955587387085","6.473050594329834","6.473050594329834","6.473050594329834","14.809569358825684","14.809569358825684","14.809569358825684"
"43","1.4050774574279785","1.4050774574279785","1.4050774574279785","1.513948917388916","1.513948917388916","1.513948917388916","1.6416105031967163","1.6416105031967163","1.6416105031967163","2.9378321170806885","2.9378321170806885","2.9378321170806885","12.46281909942627","12.46281909942627","12.46281909942627","2.8750743865966797","2.8750743865966797","2.8750743865966797","5746615386112","5746615386112","5746615386112","6.789604187011719","6.789604187011719","6.789604187011719","2.963284730911255","2.963284730911255","2.963284730911255","2.8685829639434814","2.8685829639434814","2.8685829639434814"
"44","1.4899418354034424","1.4899418354034424","1.4899418354034424","1.2807221412658691","1.2807221412658691","1.2807221412658691","1.5117253065109253","1.5117253065109253","1.5117253065109253","2.917717456817627","2.917717456817627","2.917717456817627","556346.1875","556346.1875","556346.1875","1.8764702081680298","1.8764702081680298","1.8764702081680298","4218215464960","4218215464960","4218215464960","9.613900184631348","9.613900184631348","9.613900184631348","1.8158085346221924","1.8158085346221924","1.8158085346221924","9.583697319030762","9.583697319030762","9.583697319030762"
"45","1.5645002126693726","1.5645002126693726","1.5645002126693726","1.2985073328018188","1.2985073328018188","1.2985073328018188","1.6568608283996582","1.6568608283996582","1.6568608283996582","2.5798115730285645","2.5798115730285645","2.5798115730285645","3557843456","3557843456","3557843456","7.266202449798584","7.266202449798584","7.266202449798584","4682913677312","4682913677312","4682913677312","8.128308296203613","8.128308296203613","8.128308296203613","2.837775230407715","2.837775230407715","2.837775230407715","2.6644482612609863","2.6644482612609863","2.6644482612609863"
"46","1.6264843940734863","1.6264843940734863","1.6264843940734863","1.428310513496399","1.428310513496399","1.428310513496399","1.4046270847320557","1.4046270847320557","1.4046270847320557","2.3547163009643555","2.3547163009643555","2.3547163009643555","23347109888","23347109888","23347109888","19920204","19920204","19920204","6700214517760","6700214517760","6700214517760","3.658529758453369","3.658529758453369","3.658529758453369","2.9258549213409424","2.9258549213409424","2.9258549213409424","266328.1875","266328.1875","266328.1875"
"47","1.4009356498718262","1.4009356498718262","1.4009356498718262","1.4381908178329468","1.4381908178329468","1.4381908178329468","1.507763385772705","1.507763385772705","1.507763385772705","2.805798053741455","2.805798053741455","2.805798053741455","8873413","8873413","8873413","2.1120152473449707","2.1120152473449707","2.1120152473449707","8105468362752","8105468362752","8105468362752","6.64448881149292","6.64448881149292","6.64448881149292","3.4643192291259766","3.4643192291259766","3.4643192291259766","74.47137451171875","74.47137451171875","74.47137451171875"
"48","1.375863790512085","1.375863790512085","1.375863790512085","1.418175458908081","1.418175458908081","1.418175458908081","1.546208381652832","1.546208381652832","1.546208381652832","3.919710397720337","3.919710397720337","3.919710397720337","576.8069458007812","576.8069458007812","576.8069458007812","2.0670154094696045","2.0670154094696045","2.0670154094696045","11082110337024","11082110337024","11082110337024","15.095795631408691","15.095795631408691","15.095795631408691","7.684788703918457","7.684788703918457","7.684788703918457","40.00620651245117","40.00620651245117","40.00620651245117"
"49","1.403088092803955","1.403088092803955","1.403088092803955","1.3088326454162598","1.3088326454162598","1.3088326454162598","1.5633007287979126","1.5633007287979126","1.5633007287979126","2.189948558807373","2.189948558807373","2.189948558807373","1841019264","1841019264","1841019264","1.8174805641174316","1.8174805641174316","1.8174805641174316","15444259897344","15444259897344","15444259897344","8.804797172546387","8.804797172546387","8.804797172546387","4.617764472961426","4.617764472961426","4.617764472961426","953007552","953007552","953007552"
"50","1.7722946405410767","1.7722946405410767","1.7722946405410767","1.3934980630874634","1.3934980630874634","1.3934980630874634","1.4653345346450806","1.4653345346450806","1.4653345346450806","2.724865198135376","2.724865198135376","2.724865198135376","1485395456","1485395456","1485395456","2.032334566116333","2.032334566116333","2.032334566116333","5794071314432","5794071314432","5794071314432","2.233792543411255","2.233792543411255","2.233792543411255","7.472702980041504","7.472702980041504","7.472702980041504","6494367.5","6494367.5","6494367.5"
"51","31.369800567626953","31.369800567626953","31.369800567626953","3311.7890625","3311.7890625","3311.7890625","1.335648536682129","1.335648536682129","1.335648536682129","3.905104398727417","3.905104398727417","3.905104398727417","129.8682861328125","129.8682861328125","129.8682861328125","1.8950995206832886","1.8950995206832886","1.8950995206832886","29116826910720","29116826910720","29116826910720","13662791","13662791","13662791","2.664757013320923","2.664757013320923","2.664757013320923","900.3214111328125","900.3214111328125","900.3214111328125"
