"Step","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/importance_weight/median","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/importance_weight/median__MIN","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/importance_weight/median__MAX","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/importance_weight/median","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/importance_weight/median__MIN","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/importance_weight/median__MAX","20260203_144832_traj_reward_fresh_configA - offpolicy/importance_weight/median","20260203_144832_traj_reward_fresh_configA - offpolicy/importance_weight/median__MIN","20260203_144832_traj_reward_fresh_configA - offpolicy/importance_weight/median__MAX","20260203_141744_traj_reward_fresh - offpolicy/importance_weight/median","20260203_141744_traj_reward_fresh - offpolicy/importance_weight/median__MIN","20260203_141744_traj_reward_fresh - offpolicy/importance_weight/median__MAX","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/importance_weight/median","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/importance_weight/median__MIN","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/importance_weight/median__MAX","20260201_191332_traj_reward_fresh - offpolicy/importance_weight/median","20260201_191332_traj_reward_fresh - offpolicy/importance_weight/median__MIN","20260201_191332_traj_reward_fresh - offpolicy/importance_weight/median__MAX","20260131_160147_step_reward_fresh_configA - offpolicy/importance_weight/median","20260131_160147_step_reward_fresh_configA - offpolicy/importance_weight/median__MIN","20260131_160147_step_reward_fresh_configA - offpolicy/importance_weight/median__MAX","20260131_160100_step_reward_fresh - offpolicy/importance_weight/median","20260131_160100_step_reward_fresh - offpolicy/importance_weight/median__MIN","20260131_160100_step_reward_fresh - offpolicy/importance_weight/median__MAX","20260131_155522_traj_reward_fresh - offpolicy/importance_weight/median","20260131_155522_traj_reward_fresh - offpolicy/importance_weight/median__MIN","20260131_155522_traj_reward_fresh - offpolicy/importance_weight/median__MAX","20260131_155911_traj_reward_fresh_configA - offpolicy/importance_weight/median","20260131_155911_traj_reward_fresh_configA - offpolicy/importance_weight/median__MIN","20260131_155911_traj_reward_fresh_configA - offpolicy/importance_weight/median__MAX"
"10","1.0004711151123047","1.0004711151123047","1.0004711151123047","1.0009844303131104","1.0009844303131104","1.0009844303131104","1.000594973564148","1.000594973564148","1.000594973564148","1.0004518032073975","1.0004518032073975","1.0004518032073975","1.001207947731018","1.001207947731018","1.001207947731018","1.002708077430725","1.002708077430725","1.002708077430725","1.1448806524276733","1.1448806524276733","1.1448806524276733","1.0134261846542358","1.0134261846542358","1.0134261846542358","1.0029622316360474","1.0029622316360474","1.0029622316360474","1.0010263919830322","1.0010263919830322","1.0010263919830322"
"11","1.000520944595337","1.000520944595337","1.000520944595337","1.0006054639816284","1.0006054639816284","1.0006054639816284","1.000500202178955","1.000500202178955","1.000500202178955","1.000471591949463","1.000471591949463","1.000471591949463","1.0036900043487549","1.0036900043487549","1.0036900043487549","1.0027811527252197","1.0027811527252197","1.0027811527252197","1.355398178100586","1.355398178100586","1.355398178100586","1.0191744565963745","1.0191744565963745","1.0191744565963745","1.0038681030273438","1.0038681030273438","1.0038681030273438","1.0026516914367676","1.0026516914367676","1.0026516914367676"
"12","1.0004884004592896","1.0004884004592896","1.0004884004592896","1.000527262687683","1.000527262687683","1.000527262687683","1.0005197525024414","1.0005197525024414","1.0005197525024414","1.000941276550293","1.000941276550293","1.000941276550293","1.0010284185409546","1.0010284185409546","1.0010284185409546","1.0022140741348267","1.0022140741348267","1.0022140741348267","1.2364071607589722","1.2364071607589722","1.2364071607589722","1.0180878639221191","1.0180878639221191","1.0180878639221191","1.002751111984253","1.002751111984253","1.002751111984253","1.0034054517745972","1.0034054517745972","1.0034054517745972"
"13","1.0006071329116821","1.0006071329116821","1.0006071329116821","1.0005067586898804","1.0005067586898804","1.0005067586898804","1.0003974437713623","1.0003974437713623","1.0003974437713623","1.0019876956939697","1.0019876956939697","1.0019876956939697","1.001208782196045","1.001208782196045","1.001208782196045","1.0025076866149902","1.0025076866149902","1.0025076866149902","1.5475897789001465","1.5475897789001465","1.5475897789001465","1.0072386264801025","1.0072386264801025","1.0072386264801025","1.001529335975647","1.001529335975647","1.001529335975647","1.0015016794204712","1.0015016794204712","1.0015016794204712"
"14","1.0003626346588135","1.0003626346588135","1.0003626346588135","1.0004850625991821","1.0004850625991821","1.0004850625991821","1.0003241300582886","1.0003241300582886","1.0003241300582886","1.006220817565918","1.006220817565918","1.006220817565918","1.0013998746871948","1.0013998746871948","1.0013998746871948","1.002932071685791","1.002932071685791","1.002932071685791","1.5035984516143799","1.5035984516143799","1.5035984516143799","1.0072441101074219","1.0072441101074219","1.0072441101074219","1.0047520399093628","1.0047520399093628","1.0047520399093628","1.001234531402588","1.001234531402588","1.001234531402588"
"15","1.0004273653030396","1.0004273653030396","1.0004273653030396","1.0003560781478882","1.0003560781478882","1.0003560781478882","1.000278115272522","1.000278115272522","1.000278115272522","1.0023963451385498","1.0023963451385498","1.0023963451385498","1.0016562938690186","1.0016562938690186","1.0016562938690186","1.0019075870513916","1.0019075870513916","1.0019075870513916","1.6913113594055176","1.6913113594055176","1.6913113594055176","1.009257197380066","1.009257197380066","1.009257197380066","1.0022931098937988","1.0022931098937988","1.0022931098937988","1.0014960765838623","1.0014960765838623","1.0014960765838623"
"16","1.0003764629364014","1.0003764629364014","1.0003764629364014","1.0003198385238647","1.0003198385238647","1.0003198385238647","1.0002509355545044","1.0002509355545044","1.0002509355545044","1.0014413595199585","1.0014413595199585","1.0014413595199585","1.0011334419250488","1.0011334419250488","1.0011334419250488","1.0028026103973389","1.0028026103973389","1.0028026103973389","1.5557740926742554","1.5557740926742554","1.5557740926742554","1.0060102939605713","1.0060102939605713","1.0060102939605713","1.0012381076812744","1.0012381076812744","1.0012381076812744","1.0009820461273193","1.0009820461273193","1.0009820461273193"
"17","1.0002403259277344","1.0002403259277344","1.0002403259277344","1.000264048576355","1.000264048576355","1.000264048576355","1.0001983642578125","1.0001983642578125","1.0001983642578125","1.0012691020965576","1.0012691020965576","1.0012691020965576","1.0014864206314087","1.0014864206314087","1.0014864206314087","1.002632975578308","1.002632975578308","1.002632975578308","1.9716315269470215","1.9716315269470215","1.9716315269470215","1.0073575973510742","1.0073575973510742","1.0073575973510742","1.0012669563293457","1.0012669563293457","1.0012669563293457","1.0028787851333618","1.0028787851333618","1.0028787851333618"
"18","1.0001544952392578","1.0001544952392578","1.0001544952392578","1.0002750158309937","1.0002750158309937","1.0002750158309937","1.000187635421753","1.000187635421753","1.000187635421753","1.0009346008300781","1.0009346008300781","1.0009346008300781","1.001271367073059","1.001271367073059","1.001271367073059","1.0004045963287354","1.0004045963287354","1.0004045963287354","2.017883539199829","2.017883539199829","2.017883539199829","1.0056939125061035","1.0056939125061035","1.0056939125061035","1.0009695291519165","1.0009695291519165","1.0009695291519165","1.0011026859283447","1.0011026859283447","1.0011026859283447"
"19","1.0001275539398193","1.0001275539398193","1.0001275539398193","1.0002577304840088","1.0002577304840088","1.0002577304840088","1.0001591444015503","1.0001591444015503","1.0001591444015503","1.0007096529006958","1.0007096529006958","1.0007096529006958","1.0007575750350952","1.0007575750350952","1.0007575750350952","1.003258228302002","1.003258228302002","1.003258228302002","1.8402583599090576","1.8402583599090576","1.8402583599090576","1.0044608116149902","1.0044608116149902","1.0044608116149902","1.001624584197998","1.001624584197998","1.001624584197998","1.0013147592544556","1.0013147592544556","1.0013147592544556"
"20","1.000102162361145","1.000102162361145","1.000102162361145","1.0002233982086182","1.0002233982086182","1.0002233982086182","1.0001567602157593","1.0001567602157593","1.0001567602157593","1.0007628202438354","1.0007628202438354","1.0007628202438354","1.0008766651153564","1.0008766651153564","1.0008766651153564","1.0027037858963013","1.0027037858963013","1.0027037858963013","2.0436851978302","2.0436851978302","2.0436851978302","1.0047892332077026","1.0047892332077026","1.0047892332077026","1.0036232471466064","1.0036232471466064","1.0036232471466064","1.00101900100708","1.00101900100708","1.00101900100708"
"21","1.000090479850769","1.000090479850769","1.000090479850769","1.000268816947937","1.000268816947937","1.000268816947937","1.0001530647277832","1.0001530647277832","1.0001530647277832","1.000744342803955","1.000744342803955","1.000744342803955","1.0012085437774658","1.0012085437774658","1.0012085437774658","1.0025650262832642","1.0025650262832642","1.0025650262832642","2.137214422225952","2.137214422225952","2.137214422225952","1.00532865524292","1.00532865524292","1.00532865524292","1.0025023221969604","1.0025023221969604","1.0025023221969604","1.000925064086914","1.000925064086914","1.000925064086914"
"22","1.0000879764556885","1.0000879764556885","1.0000879764556885","1.0001980066299438","1.0001980066299438","1.0001980066299438","1.0001344680786133","1.0001344680786133","1.0001344680786133","1.000762701034546","1.000762701034546","1.000762701034546","1.0008127689361572","1.0008127689361572","1.0008127689361572","1.0017597675323486","1.0017597675323486","1.0017597675323486","2.8455615043640137","2.8455615043640137","2.8455615043640137","1.0043336153030396","1.0043336153030396","1.0043336153030396","1.0026376247406006","1.0026376247406006","1.0026376247406006","1.0015766620635986","1.0015766620635986","1.0015766620635986"
"23","1.0000718832015991","1.0000718832015991","1.0000718832015991","1.0001901388168335","1.0001901388168335","1.0001901388168335","1.0001102685928345","1.0001102685928345","1.0001102685928345","1.0017975568771362","1.0017975568771362","1.0017975568771362","1.0009742975234985","1.0009742975234985","1.0009742975234985","1.0018119812011719","1.0018119812011719","1.0018119812011719","2.2033698558807373","2.2033698558807373","2.2033698558807373","1.008139967918396","1.008139967918396","1.008139967918396","1.002314805984497","1.002314805984497","1.002314805984497","1.000910758972168","1.000910758972168","1.000910758972168"
"24","1.0000641345977783","1.0000641345977783","1.0000641345977783","1.0002304315567017","1.0002304315567017","1.0002304315567017","1.0001002550125122","1.0001002550125122","1.0001002550125122","1.00093412399292","1.00093412399292","1.00093412399292","1.0013353824615479","1.0013353824615479","1.0013353824615479","1.001831293106079","1.001831293106079","1.001831293106079","2.994932174682617","2.994932174682617","2.994932174682617","1.0044492483139038","1.0044492483139038","1.0044492483139038","1.0039336681365967","1.0039336681365967","1.0039336681365967","1.0006539821624756","1.0006539821624756","1.0006539821624756"
"25","1.000069499015808","1.000069499015808","1.000069499015808","1.000211477279663","1.000211477279663","1.000211477279663","1.0001024007797241","1.0001024007797241","1.0001024007797241","1.0009080171585083","1.0009080171585083","1.0009080171585083","1.0007083415985107","1.0007083415985107","1.0007083415985107","1.0032414197921753","1.0032414197921753","1.0032414197921753","2.554670572280884","2.554670572280884","2.554670572280884","1.0048549175262451","1.0048549175262451","1.0048549175262451","1.0032392740249634","1.0032392740249634","1.0032392740249634","1.000696063041687","1.000696063041687","1.000696063041687"
"26","1.0000567436218262","1.0000567436218262","1.0000567436218262","1.000177264213562","1.000177264213562","1.000177264213562","1.0000942945480347","1.0000942945480347","1.0000942945480347","1.0011630058288574","1.0011630058288574","1.0011630058288574","1.000916600227356","1.000916600227356","1.000916600227356","1.0022844076156616","1.0022844076156616","1.0022844076156616","3.083956718444824","3.083956718444824","3.083956718444824","1.0058218240737915","1.0058218240737915","1.0058218240737915","1.0019516944885254","1.0019516944885254","1.0019516944885254","1.0010751485824585","1.0010751485824585","1.0010751485824585"
"27","1.0000628232955933","1.0000628232955933","1.0000628232955933","1.0001575946807861","1.0001575946807861","1.0001575946807861","1.0000889301300049","1.0000889301300049","1.0000889301300049","1.0017786026000977","1.0017786026000977","1.0017786026000977","1.0006684064865112","1.0006684064865112","1.0006684064865112","1.000811219215393","1.000811219215393","1.000811219215393","2.0499866008758545","2.0499866008758545","2.0499866008758545","1.0040829181671143","1.0040829181671143","1.0040829181671143","1.001223087310791","1.001223087310791","1.001223087310791","1.0006353855133057","1.0006353855133057","1.0006353855133057"
"28","1.0000526905059814","1.0000526905059814","1.0000526905059814","1.0001699924468994","1.0001699924468994","1.0001699924468994","1.0000849962234497","1.0000849962234497","1.0000849962234497","1.0021368265151978","1.0021368265151978","1.0021368265151978","1.0005338191986084","1.0005338191986084","1.0005338191986084","1.0023506879806519","1.0023506879806519","1.0023506879806519","2.5217959880828857","2.5217959880828857","2.5217959880828857","1.0036760568618774","1.0036760568618774","1.0036760568618774","1.0010749101638794","1.0010749101638794","1.0010749101638794","1.0007187128067017","1.0007187128067017","1.0007187128067017"
"29","1.0000566244125366","1.0000566244125366","1.0000566244125366","1.0001716613769531","1.0001716613769531","1.0001716613769531","1.0000863075256348","1.0000863075256348","1.0000863075256348","1.0014069080352783","1.0014069080352783","1.0014069080352783","1.0008478164672852","1.0008478164672852","1.0008478164672852","1.0020242929458618","1.0020242929458618","1.0020242929458618","1.8497593402862549","1.8497593402862549","1.8497593402862549","1.004483699798584","1.004483699798584","1.004483699798584","1.0033605098724365","1.0033605098724365","1.0033605098724365","1.0004806518554688","1.0004806518554688","1.0004806518554688"
"30","1.000058889389038","1.000058889389038","1.000058889389038","1.0001400709152222","1.0001400709152222","1.0001400709152222","1.0000805854797363","1.0000805854797363","1.0000805854797363","1.0010769367218018","1.0010769367218018","1.0010769367218018","1.0006715059280396","1.0006715059280396","1.0006715059280396","1.0008045434951782","1.0008045434951782","1.0008045434951782","2.461367607116699","2.461367607116699","2.461367607116699","1.002327561378479","1.002327561378479","1.002327561378479","1.001848578453064","1.001848578453064","1.001848578453064","1.0003293752670288","1.0003293752670288","1.0003293752670288"
"31","1.000045895576477","1.000045895576477","1.000045895576477","1.0001485347747803","1.0001485347747803","1.0001485347747803","1.000082015991211","1.000082015991211","1.000082015991211","1.0010796785354614","1.0010796785354614","1.0010796785354614","1.0004408359527588","1.0004408359527588","1.0004408359527588","1.0022509098052979","1.0022509098052979","1.0022509098052979","2.69197416305542","2.69197416305542","2.69197416305542","1.0050652027130127","1.0050652027130127","1.0050652027130127","1.002172827720642","1.002172827720642","1.002172827720642","1.0008504390716553","1.0008504390716553","1.0008504390716553"
"32","1.0000442266464233","1.0000442266464233","1.0000442266464233","1.0001696348190308","1.0001696348190308","1.0001696348190308","1.000072717666626","1.000072717666626","1.000072717666626","1.001128077507019","1.001128077507019","1.001128077507019","1.0006083250045776","1.0006083250045776","1.0006083250045776","1.002916693687439","1.002916693687439","1.002916693687439","2.3940184116363525","2.3940184116363525","2.3940184116363525","1.0070947408676147","1.0070947408676147","1.0070947408676147","1.000707983970642","1.000707983970642","1.000707983970642","1.0004315376281738","1.0004315376281738","1.0004315376281738"
"33","1.0000559091567993","1.0000559091567993","1.0000559091567993","1.000157117843628","1.000157117843628","1.000157117843628","1.0000832080841064","1.0000832080841064","1.0000832080841064","1.0013278722763062","1.0013278722763062","1.0013278722763062","1.0005567073822021","1.0005567073822021","1.0005567073822021","1.0037529468536377","1.0037529468536377","1.0037529468536377","3.1095590591430664","3.1095590591430664","3.1095590591430664","1.0036460161209106","1.0036460161209106","1.0036460161209106","1.0019359588623047","1.0019359588623047","1.0019359588623047","1.000370740890503","1.000370740890503","1.000370740890503"
"34","1.000048041343689","1.000048041343689","1.000048041343689","1.0001462697982788","1.0001462697982788","1.0001462697982788","1.000073790550232","1.000073790550232","1.000073790550232","1.001591444015503","1.001591444015503","1.001591444015503","1.0006308555603027","1.0006308555603027","1.0006308555603027","1.0005559921264648","1.0005559921264648","1.0005559921264648","2.48288631439209","2.48288631439209","2.48288631439209","1.003078818321228","1.003078818321228","1.003078818321228","1.0012341737747192","1.0012341737747192","1.0012341737747192","1.0004748106002808","1.0004748106002808","1.0004748106002808"
"35","1.0000386238098145","1.0000386238098145","1.0000386238098145","1.0001623630523682","1.0001623630523682","1.0001623630523682","1.000071406364441","1.000071406364441","1.000071406364441","1.0011305809020996","1.0011305809020996","1.0011305809020996","1.0003538131713867","1.0003538131713867","1.0003538131713867","1.0010055303573608","1.0010055303573608","1.0010055303573608","2.501051187515259","2.501051187515259","2.501051187515259","1.0030865669250488","1.0030865669250488","1.0030865669250488","1.0015673637390137","1.0015673637390137","1.0015673637390137","1.0002923011779785","1.0002923011779785","1.0002923011779785"
"36","1.000045895576477","1.000045895576477","1.000045895576477","1.0001524686813354","1.0001524686813354","1.0001524686813354","1.0000627040863037","1.0000627040863037","1.0000627040863037","1.0010814666748047","1.0010814666748047","1.0010814666748047","1.0003429651260376","1.0003429651260376","1.0003429651260376","1.0037189722061157","1.0037189722061157","1.0037189722061157","2.6035141944885254","2.6035141944885254","2.6035141944885254","1.0032269954681396","1.0032269954681396","1.0032269954681396","1.0008684396743774","1.0008684396743774","1.0008684396743774","1.000432014465332","1.000432014465332","1.000432014465332"
"37","1.0000383853912354","1.0000383853912354","1.0000383853912354","1.0001473426818848","1.0001473426818848","1.0001473426818848","1.0000678300857544","1.0000678300857544","1.0000678300857544","1.0009843111038208","1.0009843111038208","1.0009843111038208","1.0003999471664429","1.0003999471664429","1.0003999471664429","1.0029174089431763","1.0029174089431763","1.0029174089431763","2.551903486251831","2.551903486251831","2.551903486251831","1.00282883644104","1.00282883644104","1.00282883644104","1.0045870542526245","1.0045870542526245","1.0045870542526245","1.0002915859222412","1.0002915859222412","1.0002915859222412"
"38","1.0000463724136353","1.0000463724136353","1.0000463724136353","1.000145435333252","1.000145435333252","1.000145435333252","1.000064492225647","1.000064492225647","1.000064492225647","1.0009006261825562","1.0009006261825562","1.0009006261825562","1.0004186630249023","1.0004186630249023","1.0004186630249023","1.001901388168335","1.001901388168335","1.001901388168335","2.6602320671081543","2.6602320671081543","2.6602320671081543","1.0047218799591064","1.0047218799591064","1.0047218799591064","1.003537654876709","1.003537654876709","1.003537654876709","1.0003961324691772","1.0003961324691772","1.0003961324691772"
"39","1.0000380277633667","1.0000380277633667","1.0000380277633667","1.0001239776611328","1.0001239776611328","1.0001239776611328","1.0000665187835693","1.0000665187835693","1.0000665187835693","1.0007200241088867","1.0007200241088867","1.0007200241088867","1.0006612539291382","1.0006612539291382","1.0006612539291382","1.0006983280181885","1.0006983280181885","1.0006983280181885","2.200982093811035","2.200982093811035","2.200982093811035","1.002368450164795","1.002368450164795","1.002368450164795","1.0027109384536743","1.0027109384536743","1.0027109384536743","1.000331163406372","1.000331163406372","1.000331163406372"
"40","1.0000426769256592","1.0000426769256592","1.0000426769256592","1.0001286268234253","1.0001286268234253","1.0001286268234253","1.000065803527832","1.000065803527832","1.000065803527832","1.0017842054367065","1.0017842054367065","1.0017842054367065","1.0002741813659668","1.0002741813659668","1.0002741813659668","1.002793550491333","1.002793550491333","1.002793550491333","2.6173155307769775","2.6173155307769775","2.6173155307769775","1.0026262998580933","1.0026262998580933","1.0026262998580933","1.0028438568115234","1.0028438568115234","1.0028438568115234","1.000281810760498","1.000281810760498","1.000281810760498"
"41","1.0000391006469727","1.0000391006469727","1.0000391006469727","1.0001144409179688","1.0001144409179688","1.0001144409179688","1.0000677108764648","1.0000677108764648","1.0000677108764648","1.0011472702026367","1.0011472702026367","1.0011472702026367","1.0002707242965698","1.0002707242965698","1.0002707242965698","1.0034598112106323","1.0034598112106323","1.0034598112106323","2.7324912548065186","2.7324912548065186","2.7324912548065186","1.0027984380722046","1.0027984380722046","1.0027984380722046","1.0015497207641602","1.0015497207641602","1.0015497207641602","1.0004390478134155","1.0004390478134155","1.0004390478134155"
"42","1.000041127204895","1.000041127204895","1.000041127204895","1.0001375675201416","1.0001375675201416","1.0001375675201416","1.000068187713623","1.000068187713623","1.000068187713623","1.0017160177230835","1.0017160177230835","1.0017160177230835","1.0004621744155884","1.0004621744155884","1.0004621744155884","1.0027750730514526","1.0027750730514526","1.0027750730514526","2.600572109222412","2.600572109222412","2.600572109222412","1.0024666786193848","1.0024666786193848","1.0024666786193848","1.0015008449554443","1.0015008449554443","1.0015008449554443","1.000308632850647","1.000308632850647","1.000308632850647"
"43","1.0000360012054443","1.0000360012054443","1.0000360012054443","1.0001144409179688","1.0001144409179688","1.0001144409179688","1.0000636577606201","1.0000636577606201","1.0000636577606201","1.001368522644043","1.001368522644043","1.001368522644043","1.0003564357757568","1.0003564357757568","1.0003564357757568","1.003087043762207","1.003087043762207","1.003087043762207","3.0242395401000977","3.0242395401000977","3.0242395401000977","1.0029267072677612","1.0029267072677612","1.0029267072677612","1.004266381263733","1.004266381263733","1.004266381263733","1.000181794166565","1.000181794166565","1.000181794166565"
